Epoch,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,AverageEpCost,StdEpCost,MaxEpCost,MinEpCost,CumulativeCost,CostRate,AverageLossPi,StdLossPi,MaxLossPi,MinLossPi,AverageLossQR1,StdLossQR1,MaxLossQR1,MinLossQR1,AverageLossQC,StdLossQC,MaxLossQC,MinLossQC,AverageLossQCVar,StdLossQCVar,MaxLossQCVar,MinLossQCVar,AveragePiEntropy,StdPiEntropy,MaxPiEntropy,MinPiEntropy,TotalTime
7591,-791388.562,1266.19610500000,-772159.0382,-820453.4358,182.006938976900,-1946.607324,296.831647575819,92.7598898674434,380275420,1095.99919983997,9501702,204992.050000000,10167081,9064020,98532750,84805020,395273540,53765320,469.958400000000,851.637630000000,4343.12260000000,135.439470000000,432.970300000000,1015.05970000000,3903.30420000000,9.16308600000000,-148.4893,1.44772960000000,-145.12857,-153.10031,14914.9009177685
7592,-785394.9029,26817.7848350000,-774983.8478,-806150.6706,125.784993414733,-1850.058692,285.833017154848,89.3228178608900,380296740,1095.91118223645,9471376,191358.500000000,10093162,9054080,85925250,66715570,439582500,51132868,287.757500000000,400.542540000000,4407.64400000000,118.355410000000,234.393840000000,726.552400000000,5553.01170000000,7.60864260000000,-148.2482,1.28018470000000,-144.98833,-151.04291,14925.8767819405
7593,-791208.1098,3124.10003000000,-775390.9901,-808785.8651,228.144974773706,-1954.326758,277.034102387441,86.5731569960752,380320450,1095.82316463293,9513699,189072.720000000,10058501,9068817,86825580,70596380,370744540,50385256,413.813960000000,773.395260000000,4466.24170000000,133.938490000000,329.417360000000,946.344000000000,4454.43950000000,10.3820800000000,-148.53806,1.34291790000000,-145.65144,-151.9962,14934.1750984192
7594,-793634.6496,3750.40011000000,-782190.0256,-798359.2006,165.508973788012,-1992.240527,257.857701241785,80.5805316380578,380343200,1095.73514702941,9491860,175424.800000000,9999757,9155148,92044460,77532420,657223550,57955828,365.643370000000,461.150240000000,4885.53200000000,133.727250000000,361.311040000000,961.000400000000,5203.82200000000,8.53930700000000,-148.14383,1.29056940000000,-144.8147,-152.7384,14945.2103643417
7595,-784132.0723,3325.94807000000,-776360.7951,-808181.2836,89.8292412666286,-1944.04258,296.424018538210,92.6325057931907,380366050,1095.64712942589,9549925,223284.560000000,10128249,9083307,82984296,52452770,372861630,53366060,426.803860000000,695.628600000000,4649.87900000000,133.437990000000,379.382000000000,923.191400000000,4239.37600000000,9.59033200000000,-147.88704,1.30431390000000,-144.25873,-150.91481,14953.5448925495
7596,-792288.2435,22588.3139840000,-767579.5941,-798028.6777,300.456819704504,-1596.21406,288.999391484470,90.3123098388970,380389020,1095.55911182236,9569085,227075.830000000,10569554,9128941,92238570,71176130,430073250,56150892,386.069730000000,682.372500000000,5295.85840000000,124.021520000000,386.206000000000,970.360530000000,5749.17000000000,7.52832030000000,-147.98933,1.33882320000000,-144.16725,-151.99677,14963.8772413731
7597,-783385.5475,4512.05703500000,-777051.3169,-807790.7314,151.587798062250,-1961.420508,327.114479708047,102.223274908765,380411520,1095.47109421884,9599346,207548.100000000,10273647,9230626,87213730,53043188,337021280,58437310,464.899750000000,856.793100000000,5073.78200000000,135.882890000000,373.656560000000,980.322900000000,4424.69700000000,8.65307600000000,-148.25461,1.25956570000000,-145.21515,-151.37964,14972.0529723167
7598,-793765.7864,2471.77505875000,-782488.1255,-797747.5096,161.295031685834,-1978.233008,272.165553476259,85.0517354613309,380434140,1095.38307661532,9542232,200861.500000000,10086293,9022346,74945680,36979550,381218140,53662348,289.311200000000,388.416500000000,4635.99100000000,123.265950000000,208.177950000000,686.545300000000,5347.59770000000,8.24951200000000,-148.32343,1.47065590000000,-144.9985,-153.21088,14983.0236158371
7599,-790177.0438,3350.62782500000,-778993.3417,-802787.0249,197.427583019902,-1970.191796,258.984261482494,80.9325817132794,380456700,1095.29505901180,9553947,167909.620000000,10064741,9193838,89365490,71535460,385459000,54856884,314.495420000000,523.233500000000,4670.65430000000,128.082180000000,282.263700000000,811.680200000000,4298.69900000000,9.39111300000000,-147.91196,1.35866000000000,-144.38557,-150.2043,14990.6903269291
7600,-783828.48,15074.1130250000,-783540.3729,-811113.0143,126.872875573941,-1964.067872,298.500809212035,93.2815028787608,380478980,1095.20704140828,9596325,191420.800000000,10275759,9098712,78255784,39340500,360554100,52780444,341.190830000000,646.259500000000,4970.09800000000,121.575806000000,232.201660000000,765.132260000000,4539.44530000000,7.67041000000000,-148.22606,1.38149620000000,-144.98383,-152.63765,15001.2713201046
7601,-800334.0335,5997.37490000000,-777181.0535,-817877.1417,235.388558678722,-1868.901954,300.720290910283,93.9750909094634,380502820,1095.11902380476,9677157,177038.700000000,10188496,9235933,87789030,67445250,367784830,52960610,254.724120000000,141.660000000000,1053.28850000000,146.970930000000,216.373980000000,615.252800000000,3315.47220000000,10.1225590000000,-148.27365,1.19342760000000,-145.70071,-151.5928,15009.1482923031
7602,-790229.7252,21712.1136050000,-788014.6046,-822359.4444,201.589111204117,-1789.09414,365.062521385120,114.082037932850,380526340,1095.03100620124,9685253,207213.640000000,10200414,9124139,80916200,56584904,559168450,53530684,360.962000000000,722.950260000000,6047.07670000000,123.006430000000,266.041300000000,905.656100000000,7962.97850000000,7.49218750000000,-148.40169,1.30193320000000,-145.1421,-152.00366,15019.8888812065
7603,-792270.0514,5490.92442000000,-776149.5466,-814099.3869,247.514557714261,-1957.812402,321.814832840765,100.567135262739,380550430,1094.94298859772,9727358,213964.950000000,10376842,9297519,83270570,40700804,316572450,55481930,494.888580000000,956.119000000000,5494.07670000000,133.658310000000,405.537400000000,1035.81030000000,4874.46600000000,9.34960900000000,-148.39534,1.45771350000000,-145.08963,-151.74654,15027.9360733032
7604,-790049.38,13068.4558650000,-784093.148,-809461.6836,154.299142658056,-1836.682032,341.520536328116,106.725167602536,380572670,1094.85497099420,9698765,200762.440000000,10260532,9239376,81320184,51150760,404915360,54490668,328.455080000000,557.395750000000,5212.85300000000,136.400570000000,267.128720000000,790.701200000000,4730.44530000000,9.00488300000000,-147.85928,1.20142320000000,-144.69775,-151.35078,15038.1271607876
7605,-792503.5909,3458.57230000000,-775566.2603,-807054.3768,238.537305242900,-1977.753125,290.918418872885,90.9120058977764,380595970,1094.76695339068,9708147,227313.500000000,10252634,9200130,94847000,71063130,356867360,55632500,313.664200000000,581.937560000000,5301.48930000000,127.404280000000,280.173650000000,821.510400000000,4796.07000000000,7.87231450000000,-148.50208,1.55907110000000,-145.50006,-152.27591,15045.8871114254
7606,-786520.9201,14839.0330600000,-770066.0497,-805930.9048,152.635587485702,-1965.108398,306.270377214437,95.7094928795114,380618700,1094.67893578716,9707168,194133.660000000,10347123,9303798,83007270,53887540,378341950,54214664,279.091700000000,487.919620000000,6196.71530000000,122.119520000000,196.056700000000,707.114800000000,6857.36500000000,8.98779300000000,-148.7967,1.23655250000000,-145.67642,-152.43,15056.4972147942
7607,-786590.3183,19770.4822300000,-761545.8753,-801074.5987,183.084064548466,-1844.66504,279.562956584549,87.3634239326717,380642300,1094.59091818364,9796280,217187.950000000,10542563,9382234,99295780,74047960,378173600,55406428,411.701000000000,763.671450000000,5301.09330000000,122.744675000000,361.862180000000,985.903700000000,4903.81840000000,8.78686500000000,-149.84769,1.44016900000000,-146.32753,-154.97672,15064.2647495270
7608,-785394.5094,10055.1511050000,-759954.8948,-792255.0315,188.460891561862,-1940.94756,266.976054066428,83.4300168957587,380664130,1094.50290058012,9831158,214243.500000000,10443893,9254872,102859560,80636904,463884540,55016936,476.262880000000,1087.95210000000,9918.32500000000,138.233400000000,388.995400000000,1217.46300000000,9670.25600000000,9.47460900000000,-149.63664,1.34852660000000,-145.98738,-153.23805,15074.4512495995
7609,-781089.8545,6291.70034000000,-762372.923,-789867.3762,129.035145264224,-1945.497754,256.844626260267,80.2639457063334,380685440,1094.41488297660,9867493,216153.330000000,10435327,9332965,110636800,84669090,456988350,61084036,461.335850000000,870.720150000000,5182.94040000000,132.097170000000,405.926940000000,1054.13130000000,5164.41100000000,10.2448730000000,-149.59396,1.09859940000000,-147.1759,-151.74724,15082.4616551399
7610,-786468.4722,13057.1561050000,-769358.7819,-795995.1622,164.087637411915,-1915.577636,267.291424177791,83.5285700555598,380708100,1094.32686537307,9855002,205419.030000000,10375435,9343862,110180930,82483740,578000500,54267336,500.260930000000,969.870670000000,5286.73300000000,140.883130000000,477.262270000000,1216.35420000000,7462.81800000000,9.61450200000000,-149.48257,1.27817610000000,-146.75143,-152.58522,15092.8104085922
7611,-791994.7052,7612.35024000000,-765475.1749,-790382.155,208.048637657221,-1878.44228,205.841555370909,64.3254860534089,380731040,1094.23884776955,9884949,214262.730000000,10469166,9410451,90119000,72483730,503836480,53116010,345.316350000000,583.201970000000,5340.20600000000,141.526660000000,250.927980000000,748.903000000000,4900.59130000000,8.87475600000000,-148.45071,1.30147800000000,-144.30328,-151.56535,15101.0635840893
7612,-776122.3314,4522.71090000000,-764499.4928,-797541.8894,13.8166412513180,-1992.546777,212.402708760221,66.3758464875690,380751700,1094.15083016603,9900179,183462.300000000,10686944,9418903,109756570,108113210,719641600,50550440,472.145020000000,918.600600000000,5411.12200000000,111.690710000000,428.774500000000,1195.17860000000,7255.96200000000,8.60961900000000,-149.15031,1.31864240000000,-145.87888,-152.86398,15111.6773591042
7613,-789373.316,23461.5341350000,-758706.8145,-792498.2427,176.389800016875,-1779.47832,156.126484804900,48.7895265015311,380773860,1094.06281256251,9930399,195297.830000000,10589239,9513447,97048680,89975570,656875600,56388160,356.567800000000,677.845300000000,4705.31640000000,152.160190000000,272.049350000000,919.028500000000,4823.75200000000,11.1406250000000,-149.57976,1.41925200000000,-146.51318,-152.52594,15119.8192234039
7614,-786341.1922,9347.03456500000,-763701.8441,-814135.4616,102.530717740994,-1936.844726,236.510659824918,73.9095811952869,380794370,1093.97479495899,9898367,204697.360000000,10499433,9369115,93475150,71397370,416429820,54153640,361.773740000000,719.831200000000,5819.81800000000,122.743805000000,281.755460000000,894.887270000000,5339.40140000000,8.62719700000000,-149.19601,1.27623190000000,-145.58252,-152.63145,15130.6868278980
7615,-789293.608,24697.4544050000,-757169.7994,-820319.2989,164.536969413853,-1764.43496,228.186156206514,71.3081738145355,380818340,1093.88677735547,9922622,181328.770000000,10387906,9522606,95206264,78158780,416687840,56492244,368.854830000000,710.332800000000,5054.85350000000,135.797910000000,306.748470000000,907.818600000000,5109.09700000000,9.46655300000000,-149.3494,1.14655170000000,-146.12059,-151.76794,15138.8780992031
7616,-788853.4429,41238.9548000000,-757936.5865,-818521.298,160.781355732367,-1709.41132,249.934594359301,78.1045607372816,380840300,1093.79875975195,9942604,202230.890000000,10591120,9525500,87563840,57920260,373562050,55511290,342.535160000000,680.024900000000,5583.13800000000,120.215680000000,205.589070000000,767.603500000000,5462.42800000000,9.29443400000000,-149.75967,1.22909740000000,-146.79065,-152.52243,15149.5597457886
7617,-785965.7745,6000.55002000000,-760438.8502,-807896.2899,143.309039277470,-1997.148047,217.286147396356,67.9019210613613,380861630,1093.71074214843,9847798,194476.190000000,10392584,9428000,81124040,43840710,409508770,57108452,247.319020000000,173.204480000000,1120.78210000000,131.212500000000,144.740830000000,473.820070000000,2560.55660000000,7.94262700000000,-149.0177,1.20311630000000,-145.17473,-152.1824,15157.8703563213
7618,-785610.2302,6999.70263000000,-765295.7086,-795732.0026,103.321131358331,-1998.934375,202.713930833372,63.3481033854287,380882140,1093.62272454491,9923969,206121.940000000,10509237,9429130,100939360,84795280,591523500,53737280,393.344000000000,780.499000000000,6304.99760000000,117.229430000000,346.662020000000,1007.89360000000,7221.90700000000,9.59521500000000,-149.49992,1.25926840000000,-146.42416,-152.93515,15168.5574879646
7619,-785800.1675,17474.1654050000,-769337.2693,-802103.2297,133.458449676771,-1889.703028,250.175281156712,78.1797753614725,380904860,1093.53470694139,9920326,223661.140000000,10601828,9409607,91243610,81418920,671872260,58694290,439.320900000000,1041.68120000000,6572.97900000000,126.726900000000,345.930570000000,1267.18180000000,8565.89550000000,8.29956100000000,-149.40552,1.18099770000000,-145.90138,-152.15785,15176.8279228210
7620,-791447.8191,7601.35867500000,-765750.019,-800742.0852,232.299071133733,-1985.738086,273.539684730470,85.4811514782717,380928740,1093.44668933787,9976357,197637.610000000,10670883,9447356,92546420,70489180,399154340,53043332,379.667000000000,761.173100000000,6142.47000000000,123.473940000000,288.366700000000,904.236150000000,6265.11430000000,8.96386700000000,-149.2505,1.22159080000000,-146.3675,-153.63533,15187.1220633984
7621,-783329.6259,10309.1096800000,-757833.178,-795287.7802,147.129388059126,-1834.946192,253.963738285797,79.3636682143114,380950270,1093.35867173435,9874255,181711.390000000,10449278,9572594,86219580,64335050,383685380,52857930,252.792390000000,198.352450000000,1825.73240000000,128.395050000000,175.139770000000,484.944150000000,2206.03860000000,10.8161620000000,-147.52837,1.24619750000000,-143.96196,-150.65431,15195.0687971115
7622,-778804.9991,22928.3378550000,-759478.0642,-804372.2369,96.7535500930095,-1836.25732,301.791412350202,94.3098163594380,380972860,1093.27065413083,9893958,211197.610000000,10713727,9371050,92320216,82730560,670749060,54167860,405.511570000000,924.207700000000,5947.69300000000,119.885850000000,298.834530000000,1121.75290000000,7389.56150000000,10.6313480000000,-147.17354,1.21371140000000,-144.14197,-150.2566,15205.5256099701
7623,-796795.6226,16937.6666000000,-763990.365,-804525.7609,321.975960004493,-1952.240624,324.722006003945,101.475626876233,380997800,1093.18263652731,9861435,217280.270000000,10393223,9341100,107041100,95620590,437325800,56239412,391.853360000000,938.338200000000,6323.60350000000,126.394010000000,338.192400000000,1063.82360000000,6382.86230000000,9.09887700000000,-146.74216,1.38121950000000,-141.67628,-149.5716,15213.7796928883
7624,-785802.0959,3945.51948000000,-771787.5602,-800387.2156,190.124251159895,-1909.158886,357.644361322254,111.763862913204,381020830,1093.09461892378,9933795,245767.440000000,10929152,9439862,104147256,86624230,433341380,52478064,512.416140000000,1071.28710000000,6571.80900000000,133.538970000000,397.651120000000,1252.19480000000,7845.41100000000,11.4738770000000,-147.47293,1.29371790000000,-143.4587,-151.72223,15223.9666266441
7625,-781033.9946,5929.66904000000,-765288.7915,-791397.2919,158.482966314838,-1903.154786,335.993553870388,104.997985584496,381043170,1093.00660132026,9907609,242088.420000000,10544158,9393622,96242420,90674240,718204900,55171940,506.040830000000,1345.62490000000,11122.5240000000,138.182110000000,356.186280000000,1457.83690000000,11435.5370000000,12.3945310000000,-147.74084,1.18894530000000,-144.16316,-150.67462,15231.8060221672
7626,-788820.2489,14881.2195550000,-771214.9804,-802661.4285,281.380696032244,-1927.58496,376.010406788999,117.503252121562,381069120,1092.91858371674,9856782,236100.030000000,10554796,9262351,95550400,84605590,563173950,56736296,367.828770000000,945.686040000000,10765.4410000000,120.911120000000,283.596250000000,1116.04690000000,11690.3730000000,10.7365720000000,-148.24303,1.29551480000000,-145.24272,-150.93816,15242.2686128616
7627,-794393.0975,9879.83369500000,-775103.1929,-814913.5629,265.155850382292,-1992.963965,395.673188232088,123.647871322528,381092380,1092.83056611322,9819119,199703.890000000,10413492,9326038,87208730,80944120,734902500,58194210,319.704960000000,554.099400000000,5044.69900000000,117.544270000000,189.317960000000,713.311300000000,5202.09000000000,8.56250000000000,-148.75911,1.54738100000000,-144.46622,-152.38751,15250.2537262440
7628,-789057.206,16047.0951950000,-778952.4398,-824632.5651,195.350681520629,-1847.629,392.295385023440,122.592307819825,381115520,1092.74254850970,9815681,212456.220000000,10349879,9390486,86483144,64623096,454656160,54279350,316.083900000000,666.421630000000,6324.70600000000,119.992035000000,192.256840000000,744.526000000000,6270.72560000000,8.50048800000000,-148.98538,1.18460460000000,-145.94717,-152.0543,15260.7415552139
